,Sales,Quantity,Shipping Cost,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Order Priority_Critical,Order Priority_High,Order Priority_Low,Order Priority_Medium,Country,Region,Market,Category,Sub-Category,Discount_Category
0,5175.171,2.0,36.40256873369456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,402.20438465250726,383.4872444816305,388.3044519594523,534.0583975168705,595.6647788796087,308.32712450581056
1,2892.51,0.6666666666666666,36.18864138069436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,347.7213673105754,287.7521631771328,328.4705111201687,530.1305786032059,594.4580533751488,311.85683907379496
2,2862.675,0.6666666666666666,35.67449327714228,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,392.67893113669084,378.2218833677321,384.9540731521849,530.1305786032059,594.4580533751488,311.85683907379496
3,1822.08,0.3333333333333333,35.57094120008027,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,294.1285167822947,384.8639165109596,395.1883414284697,477.62880379277857,506.36345644602414,315.09283398484274
4,5083.96,0.6666666666666666,34.484045755568935,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,264.9068208401873,242.3363762161389,264.9068208401873,136.9536563653633,88.64634450294739,310.09789280390396
5,4297.644,3.3333333333333335,34.40577965081276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,271.44234957000714,259.4395612036695,271.44234957000714,477.62880379277857,1055.641100008873,237.35533100937383
6,4626.15,0.6666666666666666,33.19486253261088,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,334.1785517575336,442.75412454439595,388.3044519594523,475.51518953929843,1011.0282462416452,308.32712450581056
7,2616.96,0.3333333333333333,33.068031306441895,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,229.79603340577108,197.87470409929108,197.87470409929108,527.3291856593663,602.7369120675797,311.76795525256347
8,3701.52,3.0,31.949428055388317,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,421.2155274321851,420.1690006987287,394.47312640182713,136.9536563653633,667.7688290504302,310.09789280390396
9,2249.91,2.0,30.992574754164156,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,264.9068208401873,263.8324647584227,264.9068208401873,539.1581092471802,266.25622082723277,310.09789280390396
10,3409.74,1.0,30.297411198073448,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,172.92489816695615,192.71157171943636,192.71157171943636,136.9536563653633,667.7688290504302,310.09789280390396
11,1977.72,0.3333333333333333,30.14047762392133,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,165.90297625482222,197.87470409929108,197.87470409929108,485.6624964264259,1066.0152015981334,311.76795525256347
12,2754.0,1.0,29.859522376078665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,420.4345385983373,409.281133831994,395.1883414284697,477.62880379277857,506.36345644602414,315.09283398484274
13,5273.7,2.3333333333333335,28.994180212723254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,342.2266160419264,283.2330933097455,328.4705111201687,137.90482390599098,695.1893770710958,311.85683907379496
14,1715.16,-0.3333333333333333,28.77985149508328,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,564.5051494792815,427.8056878903841,384.9540731521849,480.8812326336365,1059.3568548146673,311.85683907379496
15,4158.912,1.6666666666666667,28.341962673088496,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,268.850926896052,245.3525326307439,268.850926896052,534.0583975168705,595.6647788796087,308.32712450581056
16,1878.72,0.3333333333333333,27.9173188842063,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,440.49028290703546,443.4852704760239,394.47312640182713,468.50606645919504,513.6952914411978,310.09789280390396
